[Hz],Trace1[dBm]
1.241622400E+09,-8.61194E+01
1.241622400E+09,-8.42548E+01
1.244822200E+09,-8.62567E+01
1.244822200E+09,-8.44287E+01
1.248022000E+09,-8.63605E+01
1.248022000E+09,-8.41022E+01
1.251221800E+09,-8.65466E+01
1.251221800E+09,-8.42639E+01
1.254421600E+09,-8.60126E+01
1.254421600E+09,-8.41998E+01
1.257621400E+09,-8.62384E+01
1.257621400E+09,-8.43158E+01
1.260821200E+09,-8.63330E+01
1.260821200E+09,-8.42914E+01
1.264021000E+09,-8.62109E+01
1.264021000E+09,-8.44226E+01
1.267220800E+09,-8.61133E+01
1.267220800E+09,-8.42395E+01
1.270420600E+09,-8.62476E+01
1.270420600E+09,-8.41907E+01
1.273620400E+09,-8.61926E+01
1.273620400E+09,-8.43005E+01
1.276820200E+09,-8.61316E+01
1.276820200E+09,-8.44867E+01
1.280020000E+09,-8.63757E+01
1.280020000E+09,-8.43890E+01
1.283219800E+09,-8.63574E+01
1.283219800E+09,-8.42334E+01
1.286419600E+09,-8.60126E+01
1.286419600E+09,-8.40533E+01
1.289619400E+09,-8.56433E+01
1.289619400E+09,-8.38550E+01
1.292819200E+09,-8.60583E+01
1.292819200E+09,-8.40747E+01
1.296019000E+09,-8.65955E+01
1.296019000E+09,-8.46698E+01
1.299218800E+09,-8.64551E+01
1.299218800E+09,-8.44836E+01
1.302418600E+09,-8.63116E+01
1.302418600E+09,-8.45325E+01
1.305618400E+09,-8.63940E+01
1.305618400E+09,-8.46606E+01
1.308818200E+09,-8.63635E+01
1.308818200E+09,-8.44257E+01
1.312018000E+09,-8.64398E+01
1.312018000E+09,-8.46820E+01
1.315217800E+09,-8.65039E+01
1.315217800E+09,-8.47064E+01
1.318417600E+09,-8.63971E+01
1.318417600E+09,-8.46881E+01
1.321617400E+09,-8.67084E+01
1.321617400E+09,-8.46118E+01
1.324817200E+09,-8.63483E+01
1.324817200E+09,-8.43097E+01
1.328017000E+09,-8.63574E+01
1.328017000E+09,-8.44318E+01
1.331216800E+09,-8.62292E+01
1.331216800E+09,-8.44745E+01
1.334416600E+09,-8.61255E+01
1.334416600E+09,-8.42578E+01
1.337616400E+09,-8.60889E+01
1.337616400E+09,-8.43463E+01
1.340816200E+09,-8.61896E+01
1.340816200E+09,-8.41876E+01
1.344016000E+09,-8.61804E+01
1.344016000E+09,-8.42761E+01
1.347215800E+09,-8.63147E+01
1.347215800E+09,-8.40747E+01
1.350415600E+09,-8.62018E+01
1.350415600E+09,-8.41296E+01
1.353615400E+09,-8.61896E+01
1.353615400E+09,-8.43372E+01
1.356815200E+09,-8.58905E+01
1.356815200E+09,-8.41357E+01
1.360015000E+09,-8.63086E+01
1.360015000E+09,-8.43158E+01
1.363214800E+09,-8.60217E+01
1.363214800E+09,-8.40656E+01
1.366414600E+09,-8.65405E+01
1.366414600E+09,-8.39709E+01
1.369614400E+09,-8.60522E+01
1.369614400E+09,-8.42365E+01
1.372814200E+09,-8.58356E+01
1.372814200E+09,-8.41602E+01
1.376014000E+09,-8.59515E+01
1.376014000E+09,-8.40717E+01
1.379213800E+09,-8.58112E+01
1.379213800E+09,-8.39191E+01
1.382413600E+09,-8.58722E+01
1.382413600E+09,-8.40472E+01
1.385613400E+09,-8.59027E+01
1.385613400E+09,-8.40320E+01
1.388813200E+09,-8.58661E+01
1.388813200E+09,-8.42761E+01
1.392013000E+09,-8.61011E+01
1.392013000E+09,-8.39343E+01
1.395212800E+09,-8.58905E+01
1.395212800E+09,-8.37421E+01
1.398412600E+09,-8.58966E+01
1.398412600E+09,-8.40442E+01
1.401612400E+09,-8.56464E+01
1.401612400E+09,-8.38611E+01
1.404812200E+09,-8.59485E+01
1.404812200E+09,-8.39893E+01
1.408012000E+09,-8.61621E+01
1.408012000E+09,-8.37543E+01
1.411211800E+09,-8.61346E+01
1.411211800E+09,-8.41571E+01
1.414411600E+09,-8.59424E+01
1.414411600E+09,-8.40137E+01
1.417611400E+09,-8.56830E+01
1.417611400E+09,-8.38947E+01
1.420811200E+09,-8.57043E+01
1.420811200E+09,-8.39313E+01
1.424011000E+09,-8.55823E+01
1.424011000E+09,-8.40015E+01
1.427210800E+09,-8.57166E+01
1.427210800E+09,-8.35834E+01
1.430410600E+09,-8.55640E+01
1.430410600E+09,-8.38031E+01
1.433610400E+09,-8.58661E+01
1.433610400E+09,-8.39221E+01
1.436810200E+09,-8.57684E+01
1.436810200E+09,-8.37848E+01
1.440010000E+09,-8.55212E+01
1.440010000E+09,-8.37512E+01
1.443209800E+09,-8.55670E+01
1.443209800E+09,-8.37543E+01
1.446409600E+09,-8.55670E+01
1.446409600E+09,-8.37939E+01
1.449609400E+09,-8.56891E+01
1.449609400E+09,-8.36566E+01
1.452809200E+09,-8.60950E+01
1.452809200E+09,-8.35010E+01
1.456009000E+09,-8.58142E+01
1.456009000E+09,-8.36719E+01
1.459208800E+09,-8.55548E+01
1.459208800E+09,-8.37177E+01
1.462408600E+09,-8.56586E+01
1.462408600E+09,-8.39221E+01
1.465608400E+09,-8.55945E+01
1.465608400E+09,-8.36658E+01
1.468808200E+09,-8.54785E+01
1.468808200E+09,-8.37024E+01
1.472008000E+09,-8.54236E+01
1.472008000E+09,-8.34460E+01
1.475207800E+09,-8.53778E+01
1.475207800E+09,-8.36078E+01
1.478407600E+09,-8.54938E+01
1.478407600E+09,-8.35315E+01
1.481607400E+09,-8.58569E+01
1.481607400E+09,-8.35956E+01
1.484807200E+09,-8.57227E+01
1.484807200E+09,-8.36932E+01
1.488007000E+09,-8.57196E+01
1.488007000E+09,-8.36383E+01
1.491206800E+09,-8.55670E+01
1.491206800E+09,-8.37177E+01
1.494406600E+09,-8.55762E+01
1.494406600E+09,-8.37817E+01
1.497606400E+09,-8.53656E+01
1.497606400E+09,-8.36719E+01
1.500806200E+09,-8.54175E+01
1.500806200E+09,-8.36566E+01
1.504006000E+09,-8.55792E+01
1.504006000E+09,-8.37146E+01
1.507205800E+09,-8.54480E+01
1.507205800E+09,-8.36597E+01
1.510405600E+09,-8.56342E+01
1.510405600E+09,-8.36169E+01
1.513605400E+09,-8.55090E+01
1.513605400E+09,-8.36658E+01
1.516805200E+09,-8.54541E+01
1.516805200E+09,-8.37085E+01
1.520005000E+09,-8.54083E+01
1.520005000E+09,-8.36353E+01
1.523204800E+09,-8.54510E+01
1.523204800E+09,-8.36688E+01
1.526404600E+09,-8.54053E+01
1.526404600E+09,-8.35376E+01
1.529604400E+09,-8.54510E+01
1.529604400E+09,-8.38428E+01
1.532804200E+09,-8.54236E+01
1.532804200E+09,-8.38306E+01
1.536004000E+09,-8.55579E+01
1.536004000E+09,-8.35986E+01
1.539203800E+09,-8.54816E+01
1.539203800E+09,-8.36017E+01
1.542403600E+09,-8.55823E+01
1.542403600E+09,-8.35895E+01
1.545603400E+09,-8.58844E+01
1.545603400E+09,-8.35376E+01
1.548803200E+09,-8.57043E+01
1.548803200E+09,-8.34857E+01
1.552003000E+09,-8.56036E+01
1.552003000E+09,-8.35986E+01
1.555202800E+09,-8.53687E+01
1.555202800E+09,-8.35040E+01
1.558402600E+09,-8.57349E+01
1.558402600E+09,-8.37756E+01
1.561602400E+09,-8.56097E+01
1.561602400E+09,-8.37543E+01
1.564802200E+09,-8.57562E+01
1.564802200E+09,-8.35254E+01
1.568002000E+09,-8.53656E+01
1.568002000E+09,-8.35437E+01
1.571201800E+09,-8.57593E+01
1.571201800E+09,-8.35529E+01
1.574401600E+09,-8.54388E+01
1.574401600E+09,-8.34949E+01
1.577601400E+09,-8.51550E+01
1.577601400E+09,-8.35071E+01
1.580801200E+09,-8.52954E+01
1.580801200E+09,-8.36200E+01
1.584001000E+09,-8.53473E+01
1.584001000E+09,-8.35590E+01
1.587200800E+09,-8.52405E+01
1.587200800E+09,-8.35315E+01
1.590400600E+09,-8.55365E+01
1.590400600E+09,-8.33423E+01
1.593600400E+09,-8.54877E+01
1.593600400E+09,-8.35193E+01
1.596800200E+09,-8.55823E+01
1.596800200E+09,-8.34277E+01
