[Hz],Trace1[dBm]
1.241622400E+09,-8.30188E+01
1.241622400E+09,-8.10291E+01
1.244822200E+09,-8.29791E+01
1.244822200E+09,-8.09375E+01
1.248022000E+09,-8.34827E+01
1.248022000E+09,-8.10199E+01
1.251221800E+09,-8.32294E+01
1.251221800E+09,-8.10474E+01
1.254421600E+09,-8.30280E+01
1.254421600E+09,-8.09863E+01
1.257621400E+09,-8.30554E+01
1.257621400E+09,-8.09222E+01
1.260821200E+09,-8.32568E+01
1.260821200E+09,-8.09924E+01
1.264021000E+09,-8.30615E+01
1.264021000E+09,-8.09283E+01
1.267220800E+09,-8.31866E+01
1.267220800E+09,-8.10596E+01
1.270420600E+09,-8.32141E+01
1.270420600E+09,-8.09589E+01
1.273620400E+09,-8.30737E+01
1.273620400E+09,-8.09680E+01
1.276820200E+09,-8.32751E+01
1.276820200E+09,-8.10413E+01
1.280020000E+09,-8.30798E+01
1.280020000E+09,-8.10077E+01
1.283219800E+09,-8.32599E+01
1.283219800E+09,-8.09467E+01
1.286419600E+09,-8.30859E+01
1.286419600E+09,-8.09283E+01
1.289619400E+09,-8.30157E+01
1.289619400E+09,-8.08856E+01
1.292819200E+09,-8.31897E+01
1.292819200E+09,-8.10535E+01
1.296019000E+09,-8.32965E+01
1.296019000E+09,-8.12213E+01
1.299218800E+09,-8.34369E+01
1.299218800E+09,-8.12610E+01
1.302418600E+09,-8.34583E+01
1.302418600E+09,-8.12427E+01
1.305618400E+09,-8.37512E+01
1.305618400E+09,-8.11969E+01
1.308818200E+09,-8.32843E+01
1.308818200E+09,-8.10352E+01
1.312018000E+09,-8.34491E+01
1.312018000E+09,-8.11877E+01
1.315217800E+09,-8.32935E+01
1.315217800E+09,-8.11237E+01
1.318417600E+09,-8.33392E+01
1.318417600E+09,-8.11725E+01
1.321617400E+09,-8.34949E+01
1.321617400E+09,-8.12091E+01
1.324817200E+09,-8.35590E+01
1.324817200E+09,-8.11359E+01
1.328017000E+09,-8.31897E+01
1.328017000E+09,-8.11359E+01
1.331216800E+09,-8.32599E+01
1.331216800E+09,-8.10840E+01
1.334416600E+09,-8.31989E+01
1.334416600E+09,-8.10291E+01
1.337616400E+09,-8.31653E+01
1.337616400E+09,-8.08276E+01
1.340816200E+09,-8.30707E+01
1.340816200E+09,-8.09100E+01
1.344016000E+09,-8.31683E+01
1.344016000E+09,-8.08154E+01
1.347215800E+09,-8.30920E+01
1.347215800E+09,-8.09985E+01
1.350415600E+09,-8.32324E+01
1.350415600E+09,-8.07666E+01
1.353615400E+09,-8.30341E+01
1.353615400E+09,-8.07391E+01
1.356815200E+09,-8.31714E+01
1.356815200E+09,-8.08459E+01
1.360015000E+09,-8.30219E+01
1.360015000E+09,-8.07727E+01
1.363214800E+09,-8.28296E+01
1.363214800E+09,-8.09039E+01
1.366414600E+09,-8.29120E+01
1.366414600E+09,-8.08215E+01
1.369614400E+09,-8.27533E+01
1.369614400E+09,-8.07117E+01
1.372814200E+09,-8.27594E+01
1.372814200E+09,-8.05865E+01
1.376014000E+09,-8.29974E+01
1.376014000E+09,-8.05530E+01
1.379213800E+09,-8.32507E+01
1.379213800E+09,-8.07300E+01
1.382413600E+09,-8.27228E+01
1.382413600E+09,-8.06079E+01
1.385613400E+09,-8.28052E+01
1.385613400E+09,-8.06750E+01
1.388813200E+09,-8.27197E+01
1.388813200E+09,-8.06537E+01
1.392013000E+09,-8.27838E+01
1.392013000E+09,-8.04401E+01
1.395212800E+09,-8.27380E+01
1.395212800E+09,-8.04340E+01
1.398412600E+09,-8.28174E+01
1.398412600E+09,-8.03821E+01
1.401612400E+09,-8.27167E+01
1.401612400E+09,-8.05682E+01
1.404812200E+09,-8.27441E+01
1.404812200E+09,-8.05652E+01
1.408012000E+09,-8.29761E+01
1.408012000E+09,-8.05804E+01
1.411211800E+09,-8.27228E+01
1.411211800E+09,-8.06384E+01
1.414411600E+09,-8.28571E+01
1.414411600E+09,-8.06201E+01
1.417611400E+09,-8.28235E+01
1.417611400E+09,-8.05469E+01
1.420811200E+09,-8.26038E+01
1.420811200E+09,-8.04095E+01
1.424011000E+09,-8.28204E+01
1.424011000E+09,-8.05103E+01
1.427210800E+09,-8.27289E+01
1.427210800E+09,-8.03638E+01
1.430410600E+09,-8.25732E+01
1.430410600E+09,-8.05469E+01
1.433610400E+09,-8.25214E+01
1.433610400E+09,-8.03668E+01
1.436810200E+09,-8.25153E+01
1.436810200E+09,-8.05164E+01
1.440010000E+09,-8.26770E+01
1.440010000E+09,-8.04614E+01
1.443209800E+09,-8.25214E+01
1.443209800E+09,-8.03912E+01
1.446409600E+09,-8.25244E+01
1.446409600E+09,-8.04462E+01
1.449609400E+09,-8.26160E+01
1.449609400E+09,-8.04736E+01
1.452809200E+09,-8.26556E+01
1.452809200E+09,-8.00708E+01
1.456009000E+09,-8.25275E+01
1.456009000E+09,-8.04004E+01
1.459208800E+09,-8.27228E+01
1.459208800E+09,-8.03851E+01
1.462408600E+09,-8.25275E+01
1.462408600E+09,-8.03699E+01
1.465608400E+09,-8.24847E+01
1.465608400E+09,-8.03302E+01
1.468808200E+09,-8.25366E+01
1.468808200E+09,-8.03027E+01
1.472008000E+09,-8.23749E+01
1.472008000E+09,-8.02173E+01
1.475207800E+09,-8.23993E+01
1.475207800E+09,-8.02203E+01
1.478407600E+09,-8.24176E+01
1.478407600E+09,-8.02783E+01
1.481607400E+09,-8.23871E+01
1.481607400E+09,-8.01532E+01
1.484807200E+09,-8.24817E+01
1.484807200E+09,-8.03882E+01
1.488007000E+09,-8.25610E+01
1.488007000E+09,-8.02997E+01
1.491206800E+09,-8.24390E+01
1.491206800E+09,-8.03485E+01
1.494406600E+09,-8.26801E+01
1.494406600E+09,-8.01807E+01
1.497606400E+09,-8.25427E+01
1.497606400E+09,-8.03485E+01
1.500806200E+09,-8.26373E+01
1.500806200E+09,-8.04156E+01
1.504006000E+09,-8.23779E+01
1.504006000E+09,-8.03394E+01
1.507205800E+09,-8.24237E+01
1.507205800E+09,-8.04156E+01
1.510405600E+09,-8.24420E+01
1.510405600E+09,-8.00891E+01
1.513605400E+09,-8.23871E+01
1.513605400E+09,-8.04645E+01
1.516805200E+09,-8.26282E+01
1.516805200E+09,-8.02661E+01
1.520005000E+09,-8.23505E+01
1.520005000E+09,-8.03058E+01
1.523204800E+09,-8.29578E+01
1.523204800E+09,-8.03729E+01
1.526404600E+09,-8.23840E+01
1.526404600E+09,-8.02814E+01
1.529604400E+09,-8.23199E+01
1.529604400E+09,-8.01532E+01
1.532804200E+09,-8.25610E+01
1.532804200E+09,-8.02142E+01
1.536004000E+09,-8.26587E+01
1.536004000E+09,-8.03882E+01
1.539203800E+09,-8.24146E+01
1.539203800E+09,-8.03546E+01
1.542403600E+09,-8.23505E+01
1.542403600E+09,-7.99762E+01
1.545603400E+09,-8.24054E+01
1.545603400E+09,-8.00403E+01
1.548803200E+09,-8.23505E+01
1.548803200E+09,-8.02661E+01
1.552003000E+09,-8.25122E+01
1.552003000E+09,-8.03333E+01
1.555202800E+09,-8.25763E+01
1.555202800E+09,-8.01898E+01
1.558402600E+09,-8.25305E+01
1.558402600E+09,-8.01532E+01
1.561602400E+09,-8.24390E+01
1.561602400E+09,-8.01440E+01
1.564802200E+09,-8.24115E+01
1.564802200E+09,-8.00800E+01
1.568002000E+09,-8.25824E+01
1.568002000E+09,-8.03394E+01
1.571201800E+09,-8.25732E+01
1.571201800E+09,-8.01196E+01
1.574401600E+09,-8.23993E+01
1.574401600E+09,-8.00677E+01
1.577601400E+09,-8.23169E+01
1.577601400E+09,-8.01318E+01
1.580801200E+09,-8.23932E+01
1.580801200E+09,-8.01959E+01
1.584001000E+09,-8.23260E+01
1.584001000E+09,-8.01837E+01
1.587200800E+09,-8.21887E+01
1.587200800E+09,-8.01624E+01
1.590400600E+09,-8.23505E+01
1.590400600E+09,-8.02539E+01
1.593600400E+09,-8.27319E+01
1.593600400E+09,-8.01013E+01
1.596800200E+09,-8.22955E+01
1.596800200E+09,-8.02783E+01
